employee_id,fullname,avg_performance_rating,years_of_service_months,grade_name,education_name,grade_id,position_id,iq,pauli,faxtor,disc,mbti,gtq_total,tiki,papi_n_score,papi_g_score,papi_a_score,papi_l_score,papi_p_score,papi_i_score,papi_t_score,papi_v_score,papi_o_score,papi_b_score,papi_s_score,papi_x_score,papi_c_score,papi_d_score,papi_r_score,papi_z_score,papi_e_score,papi_k_score,papi_f_score,papi_w_score,avg_score_gdr,avg_score_cex,avg_score_ids,avg_score_qdd,avg_score_sto,avg_score_sea,avg_score_vcu,avg_score_lie,avg_score_ftc,avg_score_csi,strength_rank_1_theme,strength_rank_2_theme,strength_rank_3_theme
EMP100371,Ahmad Yudhistira Pratama,3.2000000000000000,71,IV,S2,2,1,137.0,24,73,CS,ESFJ,15.0,8,7.0,8.0,7.0,4.0,9.0,7.0,1.0,6.0,5.0,3.0,3.0,null,6.0,5.0,9.0,8.0,2.0,7.0,5.0,6.0,3.0000000000000000,3.5000000000000000,3.2000000000000000,3.0000000000000000,3.0000000000000000,3.6000000000000000,3.4000000000000000,2.7500000000000000,3.4000000000000000,3.2000000000000000,Responsibility,Connectedness,Competition
EMP100372,Andi Baskara Pamungkas,3.0000000000000000,20,V,S1,3,5,128.0,46,53,IS,null,28.0,5,3.0,3.0,3.0,8.0,1.0,4.0,6.0,4.0,9.0,2.0,null,2.0,4.0,4.0,5.0,4.0,6.0,6.0,9.0,7.0,2.6666666666666667,2.7500000000000000,3.0000000000000000,2.7500000000000000,3.2500000000000000,3.3333333333333333,2.3333333333333333,2.6666666666666667,3.5000000000000000,3.5000000000000000,Positivity,Self-Assurance,Arranger
EMP100373,Gita Lestari,2.7500000000000000,73,V,D3,3,1,136.0,64,31,DI,ENTJ,32.0,10,null,4.0,2.0,8.0,4.0,3.0,1.0,2.0,9.0,7.0,9.0,3.0,9.0,7.0,4.0,3.0,2.0,2.0,7.0,8.0,2.0000000000000000,3.2000000000000000,2.8000000000000000,2.8000000000000000,3.2000000000000000,3.0000000000000000,3.0000000000000000,3.0000000000000000,3.6666666666666667,3.0000000000000000,Futuristic,Command,Woo
EMP100374,Utami Tamba,2.7500000000000000,14,III,S1,1,1,null,34,86,DI,ENFJ,32.0,7,2.0,7.0,5.0,5.0,3.0,6.0,6.0,3.0,7.0,6.0,4.0,5.0,null,2.0,3.0,7.0,8.0,7.0,6.0,7.0,2.5000000000000000,2.5000000000000000,3.0000000000000000,3.0000000000000000,2.5000000000000000,2.7500000000000000,2.5000000000000000,3.2500000000000000,3.2500000000000000,2.5000000000000000,Responsibility,Futuristic,Focus
EMP100375,Intan Setiawan,3.2500000000000000,58,III,S2,1,3,100.0,27,90,DS,INTP,17.0,10,9.0,2.0,null,1.0,1.0,6.0,4.0,null,2.0,6.0,2.0,1.0,3.0,9.0,2.0,1.0,4.0,6.0,5.0,7.0,3.2000000000000000,3.2000000000000000,3.2000000000000000,3.4000000000000000,3.3333333333333333,3.7500000000000000,3.0000000000000000,3.2500000000000000,3.6000000000000000,2.0000000000000000,Restorative,Learner,Consistency
EMP100376,Evi Iqbal Syahputra,3.4000000000000000,25,V,S2,3,4,null,79,85,IC,ENFJ,null,9,4.0,null,8.0,5.0,4.0,8.0,6.0,8.0,8.0,6.0,6.0,4.0,7.0,6.0,8.0,3.0,3.0,8.0,2.0,1.0,3.6000000000000000,3.8000000000000000,3.0000000000000000,3.2500000000000000,4.0000000000000000,3.6000000000000000,4.2000000000000000,3.2000000000000000,3.4000000000000000,3.2000000000000000,Strategic,Focus,Achiever
EMP100377,Mahendra Pramudita Sinaga,3.2000000000000000,91,III,S2,1,2,94.0,29,97,CI,INFP,31.0,6,2.0,5.0,5.0,4.0,1.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,1.0,9.0,1.0,6.0,6.0,4.0,6.0,3.0,2.6000000000000000,3.0000000000000000,3.0000000000000000,3.0000000000000000,3.5000000000000000,3.4000000000000000,3.4000000000000000,3.4000000000000000,3.2500000000000000,3.0000000000000000,Discipline,Learner,Deliberative
EMP100378,Hana Halim,1.8000000000000000,27,III,SMA,1,5,119.0,80,47,DC,ISTP,40.0,9,5.0,2.0,null,7.0,2.0,8.0,4.0,4.0,9.0,7.0,null,6.0,5.0,8.0,8.0,6.0,2.0,3.0,7.0,2.0,3.0000000000000000,2.0000000000000000,2.0000000000000000,1.7500000000000000,1.4000000000000000,2.0000000000000000,2.0000000000000000,2.2500000000000000,2.4000000000000000,1.8000000000000000,,Discipline,Analytical
EMP100379,Ayu Mahardika Simanjuntak,3.0000000000000000,64,III,S2,1,5,null,55,56,SD,ENTJ,null,9,9.0,8.0,6.0,5.0,3.0,7.0,5.0,2.0,9.0,9.0,7.0,2.0,4.0,3.0,2.0,5.0,8.0,9.0,9.0,1.0,2.5000000000000000,2.5000000000000000,3.0000000000000000,3.2000000000000000,3.2000000000000000,2.6000000000000000,3.0000000000000000,3.4000000000000000,3.2000000000000000,2.7500000000000000,Intellection,Learner,Deliberative
EMP100380,Evi Maulida,3.2000000000000000,32,V,S2,3,2,null,99,47,null,INFP,null,5,3.0,5.0,3.0,8.0,7.0,2.0,5.0,4.0,5.0,1.0,1.0,6.0,null,9.0,8.0,7.0,7.0,8.0,1.0,8.0,2.7500000000000000,2.8000000000000000,3.2000000000000000,3.4000000000000000,3.0000000000000000,2.8000000000000000,3.2000000000000000,3.0000000000000000,3.2000000000000000,3.2000000000000000,Self-Assurance,Includer,Analytical
EMP100381,Cahyo Halim Siregar,2.6000000000000000,43,V,D3,3,4,107.0,70,71,DC,ISTP,19.0,1,2.0,2.0,2.0,null,6.0,1.0,1.0,8.0,9.0,7.0,8.0,2.0,6.0,2.0,null,8.0,4.0,5.0,4.0,3.0,2.8000000000000000,3.0000000000000000,2.0000000000000000,2.5000000000000000,2.6000000000000000,3.2500000000000000,2.5000000000000000,2.4000000000000000,2.4000000000000000,2.6000000000000000,,Relator,Discipline
EMP100382,Utami Erlangga Tamba,3.0000000000000000,65,IV,S1,2,5,null,50,96,DS,ESTP,null,1,4.0,3.0,3.0,null,5.0,3.0,9.0,1.0,null,2.0,3.0,6.0,5.0,6.0,4.0,2.0,9.0,1.0,4.0,3.0,3.0000000000000000,2.8000000000000000,2.8000000000000000,2.8000000000000000,2.8000000000000000,3.2000000000000000,3.0000000000000000,3.2000000000000000,3.2000000000000000,2.7500000000000000,Harmony,Ideation,Input
EMP100383,Eko Mahendra,3.2500000000000000,66,III,S2,1,5,98.0,39,100,SC,ESTJ,19.0,2,9.0,9.0,8.0,4.0,1.0,5.0,7.0,6.0,4.0,8.0,6.0,1.0,6.0,6.0,6.0,6.0,2.0,1.0,5.0,7.0,2.5000000000000000,2.8000000000000000,3.2000000000000000,2.7500000000000000,3.0000000000000000,2.8000000000000000,2.4000000000000000,3.2000000000000000,3.3333333333333333,3.0000000000000000,Learner,Discipline,Empathy
EMP100384,Dimas Saputra Utami,3.4000000000000000,98,III,SMA,1,1,122.0,26,44,null,enfp,24.0,1,1.0,null,3.0,6.0,7.0,7.0,6.0,6.0,5.0,4.0,null,7.0,7.0,5.0,4.0,3.0,8.0,6.0,null,7.0,3.0000000000000000,3.4000000000000000,3.2000000000000000,3.6000000000000000,3.4000000000000000,3.5000000000000000,3.8000000000000000,3.2000000000000000,3.7500000000000000,3.0000000000000000,Harmony,Includer,Analytical
EMP100385,Hana Ananda,2.4000000000000000,44,V,SMA,3,4,113.0,86,22,CI,ISFP,18.0,2,5.0,4.0,3.0,7.0,2.0,6.0,9.0,3.0,5.0,2.0,null,3.0,9.0,6.0,2.0,5.0,1.0,null,4.0,6.0,2.6000000000000000,1.7500000000000000,2.8000000000000000,2.3333333333333333,2.5000000000000000,2.4000000000000000,2.4000000000000000,2.2500000000000000,1.8000000000000000,2.4000000000000000,Consistency,Learner,Ideation
EMP100386,Tania Santoso,3.3333333333333333,76,V,S1,3,3,140.0,64,88,SC,ISFJ,34.0,6,5.0,9.0,3.0,9.0,8.0,3.0,5.0,8.0,9.0,6.0,1.0,8.0,7.0,1.0,3.0,4.0,null,8.0,1.0,4.0,3.2500000000000000,2.2500000000000000,2.8000000000000000,2.8000000000000000,3.2000000000000000,2.2500000000000000,3.0000000000000000,2.6666666666666667,3.0000000000000000,3.0000000000000000,Arranger,Intellection,Deliberative
EMP100387,Ari Tri Hartanto,3.6000000000000000,50,V,S2,3,6,null,59,29,null,ENFJ,27.0,5,9.0,6.0,9.0,6.0,8.0,2.0,8.0,6.0,5.0,null,8.0,6.0,2.0,4.0,2.0,null,7.0,1.0,2.0,6.0,3.8000000000000000,3.7500000000000000,3.2500000000000000,3.5000000000000000,3.2000000000000000,3.6000000000000000,3.4000000000000000,3.0000000000000000,3.5000000000000000,4.0000000000000000,,Consistency,Intellection
EMP100388,Rani Qolbi Zulfikar,2.8000000000000000,33,III,S2,1,1,140.0,22,51,SD,ISFP,27.0,2,null,1.0,8.0,6.0,2.0,2.0,3.0,9.0,6.0,6.0,3.0,9.0,6.0,4.0,1.0,4.0,4.0,4.0,5.0,6.0,2.6000000000000000,3.0000000000000000,2.8000000000000000,3.0000000000000000,2.2500000000000000,2.8000000000000000,2.6000000000000000,3.0000000000000000,2.8000000000000000,3.2000000000000000,Strategic,,Competition
EMP100389,Fajar Pratama,2.8000000000000000,74,V,SMA,3,5,null,83,30,SI,INTP,43.0,2,7.0,7.0,2.0,1.0,7.0,9.0,8.0,4.0,2.0,9.0,1.0,null,9.0,9.0,4.0,8.0,3.0,null,4.0,2.0,2.8000000000000000,2.5000000000000000,3.6000000000000000,2.8000000000000000,2.8000000000000000,2.6000000000000000,3.2500000000000000,3.2000000000000000,2.6000000000000000,2.8000000000000000,Significance,Individualization,Responsibility
EMP100390,Bayu Tri Simanjuntak,2.5000000000000000,35,III,S1,1,1,125.0,38,37,DC,ENFJ,31.0,4,2.0,4.0,3.0,3.0,4.0,7.0,5.0,7.0,2.0,7.0,null,6.0,6.0,1.0,4.0,3.0,5.0,5.0,9.0,2.0,2.8000000000000000,3.2500000000000000,2.5000000000000000,2.8000000000000000,3.0000000000000000,2.7500000000000000,3.0000000000000000,2.7500000000000000,3.2000000000000000,3.2000000000000000,Woo,Competition,Positivity
EMP100391,Rizka Adi Anggara,2.7500000000000000,51,V,S1,3,3,131.0,80,85,IS,INFJ,38.0,9,8.0,4.0,8.0,2.0,1.0,9.0,4.0,1.0,3.0,1.0,4.0,2.0,9.0,3.0,1.0,6.0,6.0,4.0,6.0,6.0,2.7500000000000000,2.4000000000000000,2.7500000000000000,2.3333333333333333,3.0000000000000000,2.4000000000000000,2.0000000000000000,2.4000000000000000,2.5000000000000000,2.4000000000000000,Context,Arranger,Self-Assurance
EMP100392,Tania Herlambang,3.5000000000000000,20,III,D3,1,6,110.0,94,57,SI,null,18.0,7,7.0,7.0,2.0,3.0,5.0,3.0,2.0,null,5.0,9.0,7.0,2.0,3.0,8.0,8.0,4.0,5.0,6.0,7.0,9.0,3.2500000000000000,3.5000000000000000,3.0000000000000000,4.0000000000000000,3.0000000000000000,4.0000000000000000,3.2500000000000000,3.5000000000000000,3.6666666666666667,3.2500000000000000,Intellection,Competition,Individualization
EMP100393,Oktavia Ramadhan,2.8000000000000000,61,V,D3,3,2,120.0,26,92,ID,ESFJ,28.0,10,4.0,3.0,3.0,4.0,6.0,2.0,6.0,5.0,5.0,5.0,8.0,2.0,5.0,6.0,1.0,null,8.0,5.0,2.0,3.0,3.2500000000000000,2.8000000000000000,2.6000000000000000,2.4000000000000000,2.4000000000000000,3.0000000000000000,3.0000000000000000,2.6000000000000000,2.8000000000000000,2.6000000000000000,Command,Empathy,Communication
EMP100394,Hadi Jatmiko Kurniawan,2.7500000000000000,44,III,S2,1,4,131.0,61,85,CD,ISTP,27.0,4,9.0,1.0,9.0,null,4.0,1.0,3.0,1.0,2.0,6.0,2.0,3.0,9.0,3.0,5.0,3.0,9.0,6.0,3.0,2.0,2.6000000000000000,3.0000000000000000,2.5000000000000000,3.0000000000000000,3.2000000000000000,2.6000000000000000,2.6000000000000000,2.6000000000000000,2.7500000000000000,2.5000000000000000,Arranger,Analytical,Learner
EMP100395,Joko Nabila Santoso,2.7500000000000000,54,V,SMA,3,1,139.0,60,72,SC,ESFJ,35.0,1,6.0,9.0,9.0,5.0,2.0,1.0,7.0,2.0,8.0,8.0,5.0,9.0,9.0,4.0,1.0,6.0,2.0,3.0,2.0,6.0,3.2000000000000000,3.0000000000000000,3.7500000000000000,3.0000000000000000,3.0000000000000000,3.2500000000000000,3.4000000000000000,3.2000000000000000,3.0000000000000000,2.6000000000000000,Futuristic,Belief,Context
EMP100396,Zaki Anugrah Nugroho,3.2000000000000000,36,V,SMA,3,6,138.0,88,23,DC,ESTJ,32.0,1,1.0,6.0,4.0,4.0,5.0,6.0,6.0,3.0,8.0,9.0,4.0,5.0,4.0,2.0,7.0,1.0,8.0,9.0,6.0,7.0,3.2000000000000000,3.0000000000000000,3.2000000000000000,3.0000000000000000,3.6666666666666667,3.2000000000000000,3.0000000000000000,3.6000000000000000,3.6000000000000000,3.4000000000000000,Command,Individualization,Maximizer
EMP100397,Yuni Iqbal Putra,3.5000000000000000,90,IV,D3,2,5,null,67,44,DI,ISTP,16.0,7,7.0,2.0,5.0,1.0,9.0,2.0,9.0,7.0,2.0,6.0,9.0,1.0,4.0,1.0,2.0,4.0,4.0,6.0,2.0,7.0,3.4000000000000000,4.0000000000000000,3.4000000000000000,4.2000000000000000,4.2000000000000000,4.4000000000000000,3.5000000000000000,3.8000000000000000,3.8000000000000000,4.0000000000000000,,Futuristic,Restorative
EMP100398,Joko Wijaya Wijaya,3.2000000000000000,94,V,S1,3,2,138.0,51,50,ID,ESFP,20.0,1,null,4.0,8.0,1.0,9.0,8.0,null,null,7.0,4.0,3.0,6.0,5.0,5.0,6.0,6.0,9.0,3.0,7.0,3.0,3.0000000000000000,3.0000000000000000,3.2000000000000000,3.0000000000000000,2.8000000000000000,3.5000000000000000,3.0000000000000000,3.0000000000000000,3.6000000000000000,3.0000000000000000,Belief,Achiever,Empathy
EMP100399,Zaki Ramadhan,3.3333333333333333,56,V,S2,3,5,128.0,89,43,null,ISTJ,24.0,3,7.0,3.0,8.0,1.0,9.0,7.0,3.0,5.0,null,9.0,9.0,8.0,6.0,6.0,9.0,3.0,6.0,3.0,8.0,8.0,3.4000000000000000,3.5000000000000000,3.4000000000000000,3.0000000000000000,3.0000000000000000,3.4000000000000000,3.6000000000000000,3.4000000000000000,3.4000000000000000,4.2500000000000000,Futuristic,Input,Self-Assurance
EMP100400,Luthfi Herlambang,3.2500000000000000,53,V,S2,3,4,96.0,96,80,ID,ENFP,23.0,9,7.0,3.0,null,7.0,2.0,4.0,2.0,6.0,3.0,6.0,3.0,2.0,6.0,8.0,2.0,9.0,6.0,5.0,8.0,7.0,3.5000000000000000,3.6000000000000000,3.6000000000000000,3.8000000000000000,3.7500000000000000,3.8000000000000000,2.8000000000000000,3.4000000000000000,3.6000000000000000,3.6000000000000000,Ideation,Maximizer,Self-Assurance
EMP100401,Dwi Wijaya Halim,3.6000000000000000,74,III,S2,1,1,null,78,22,DC,ISFP,null,4,4.0,2.0,6.0,9.0,7.0,6.0,3.0,1.0,1.0,6.0,5.0,1.0,8.0,5.0,4.0,4.0,1.0,7.0,9.0,null,4.0000000000000000,3.2000000000000000,3.5000000000000000,3.8000000000000000,3.0000000000000000,22.8000000000000000,3.8000000000000000,3.4000000000000000,4.0000000000000000,3.2000000000000000,Arranger,Empathy,Relator
EMP100402,Fajar Candra Maulida,3.4000000000000000,91,III,D3,1,6,83.0,90,94,ID,INFP,33.0,5,5.0,4.0,5.0,2.0,9.0,3.0,6.0,6.0,5.0,9.0,9.0,5.0,5.0,3.0,5.0,9.0,9.0,5.0,6.0,4.0,3.2000000000000000,2.4000000000000000,3.6000000000000000,3.7500000000000000,2.7500000000000000,3.5000000000000000,3.6000000000000000,3.6000000000000000,3.0000000000000000,4.0000000000000000,Individualization,Adaptability,Includer
EMP100403,Prasetyo Lestari,3.2500000000000000,46,III,SMA,1,2,104.0,44,85,IC,ENFJ,32.0,2,2.0,8.0,3.0,6.0,2.0,8.0,3.0,3.0,6.0,7.0,null,3.0,5.0,4.0,8.0,3.0,1.0,7.0,8.0,4.0,2.8000000000000000,2.8000000000000000,2.6000000000000000,3.0000000000000000,3.0000000000000000,2.8000000000000000,2.6000000000000000,2.2500000000000000,2.7500000000000000,3.0000000000000000,Intellection,Activator,Adaptability
EMP100404,Anisa Tri Anggara,3.4000000000000000,25,IV,S1,2,4,94.0,93,54,ID,ESFJ,21.0,2,null,5.0,4.0,6.0,6.0,2.0,9.0,8.0,1.0,2.0,5.0,8.0,1.0,3.0,9.0,2.0,4.0,4.0,2.0,2.0,4.0000000000000000,3.5000000000000000,3.2500000000000000,3.4000000000000000,3.7500000000000000,3.8000000000000000,3.6000000000000000,3.2000000000000000,3.8000000000000000,3.4000000000000000,Includer,Maximizer,Communication
EMP100405,Teguh Erlangga Setiawan,3.8000000000000000,55,III,SMA,1,1,127.0,49,63,null,ISTP,34.0,4,6.0,null,8.0,3.0,2.0,null,1.0,7.0,3.0,5.0,1.0,7.0,4.0,3.0,4.0,4.0,7.0,9.0,6.0,4.0,3.8000000000000000,4.0000000000000000,4.0000000000000000,3.4000000000000000,3.2000000000000000,3.8000000000000000,3.8000000000000000,4.4000000000000000,3.6000000000000000,3.6666666666666667,Adaptability,Connectedness,
EMP100406,Vania Lestari Subekti,3.0000000000000000,25,III,D3,1,4,85.0,71,97,DC,INTP,25.0,6,2.0,7.0,1.0,8.0,6.0,1.0,3.0,8.0,8.0,null,4.0,1.0,5.0,7.0,8.0,3.0,3.0,8.0,8.0,6.0,2.8000000000000000,3.4000000000000000,22.4000000000000000,2.4000000000000000,2.8000000000000000,2.8000000000000000,2.4000000000000000,2.8000000000000000,3.4000000000000000,2.6000000000000000,Achiever,Arranger,Activator
EMP100407,Arif Rachman Suharto,3.5000000000000000,94,III,SMA,1,1,116.0,68,83,DC,ESTJ,19.0,7,4.0,6.0,3.0,4.0,4.0,null,5.0,1.0,6.0,null,1.0,8.0,3.0,1.0,4.0,1.0,1.0,1.0,7.0,5.0,3.2500000000000000,3.8000000000000000,3.2000000000000000,3.4000000000000000,3.5000000000000000,3.2000000000000000,3.4000000000000000,3.0000000000000000,3.5000000000000000,3.8000000000000000,Adaptability,Woo,Activator
EMP100408,Rafa Anugrah Kusuma,3.2000000000000000,26,III,S1,1,3,80.0,30,45,CD,ESFP,26.0,4,3.0,7.0,5.0,9.0,7.0,6.0,6.0,2.0,4.0,7.0,9.0,5.0,4.0,8.0,1.0,5.0,9.0,9.0,9.0,3.0,3.2000000000000000,3.5000000000000000,3.2500000000000000,2.8000000000000000,3.0000000000000000,3.2000000000000000,3.5000000000000000,3.4000000000000000,3.2500000000000000,3.8000000000000000,Focus,Empathy,Positivity
EMP100409,Rani Ginting,3.2000000000000000,24,IV,S1,2,4,125.0,62,64,SD,ISFJ,24.0,10,6.0,5.0,6.0,9.0,7.0,8.0,9.0,null,5.0,1.0,4.0,8.0,2.0,5.0,1.0,2.0,1.0,7.0,4.0,9.0,3.4000000000000000,3.0000000000000000,3.2000000000000000,3.0000000000000000,3.6000000000000000,3.4000000000000000,3.2000000000000000,3.8000000000000000,3.4000000000000000,3.2000000000000000,Learner,Woo,Positivity
EMP100410,Adit Saputra Wijaya,3.6000000000000000,64,III,D3,1,4,null,28,40,DS,ISTJ,28.0,10,9.0,4.0,5.0,7.0,6.0,9.0,3.0,6.0,8.0,7.0,8.0,2.0,4.0,5.0,2.0,2.0,4.0,7.0,4.0,1.0,3.4000000000000000,3.6000000000000000,3.7500000000000000,4.2000000000000000,27.2500000000000000,3.4000000000000000,2.3333333333333333,3.8000000000000000,3.6666666666666667,3.5000000000000000,Discipline,Ideation,Intellection
EMP100411,Rani Fauziah,3.2000000000000000,29,III,SMA,1,3,115.0,57,87,SC,INTP,30.0,6,3.0,3.0,2.0,4.0,7.0,2.0,5.0,1.0,5.0,null,5.0,6.0,7.0,null,5.0,7.0,3.0,8.0,1.0,null,3.2000000000000000,3.4000000000000000,2.5000000000000000,2.8000000000000000,2.6000000000000000,3.0000000000000000,3.8000000000000000,3.4000000000000000,3.4000000000000000,3.2000000000000000,Strategic,Woo,Maximizer
EMP100412,Tania Syahputra,3.2500000000000000,26,IV,S1,2,1,130.0,58,50,DS,ENFJ,36.0,8,3.0,8.0,1.0,1.0,2.0,6.0,9.0,2.0,null,1.0,3.0,9.0,9.0,8.0,2.0,8.0,1.0,7.0,5.0,6.0,3.2500000000000000,3.2500000000000000,3.5000000000000000,3.0000000000000000,3.2000000000000000,3.7500000000000000,3.2000000000000000,3.0000000000000000,3.5000000000000000,3.2500000000000000,Futuristic,Consistency,Intellection
EMP100413,Zahra Utama Pratomo,3.0000000000000000,46,III,D3,1,3,86.0,23,87,null,ISTP,31.0,6,8.0,6.0,null,null,4.0,9.0,7.0,5.0,2.0,null,8.0,5.0,4.0,6.0,6.0,5.0,1.0,7.0,4.0,9.0,3.2500000000000000,3.4000000000000000,2.8000000000000000,3.4000000000000000,3.0000000000000000,3.0000000000000000,3.0000000000000000,3.4000000000000000,3.0000000000000000,2.7500000000000000,Significance,Consistency,Belief
EMP100414,Citra Hasibuan,2.6000000000000000,70,V,S2,3,4,104.0,58,99,DC,ESFP,26.0,10,8.0,7.0,9.0,4.0,2.0,9.0,null,8.0,5.0,1.0,9.0,9.0,2.0,3.0,7.0,4.0,6.0,null,1.0,6.0,2.7500000000000000,2.4000000000000000,2.6000000000000000,22.0000000000000000,3.0000000000000000,3.0000000000000000,2.4000000000000000,2.4000000000000000,3.0000000000000000,2.7500000000000000,Strategic,Command,Positivity
EMP100415,Hadi Lukman,2.5000000000000000,38,III,D3,1,2,86.0,86,96,DS,ENTJ,19.0,8,null,7.0,7.0,4.0,1.0,3.0,6.0,2.0,3.0,6.0,2.0,9.0,2.0,6.0,7.0,8.0,8.0,null,1.0,2.0,2.6000000000000000,2.6000000000000000,3.0000000000000000,2.7500000000000000,2.0000000000000000,2.4000000000000000,2.5000000000000000,3.0000000000000000,2.6000000000000000,2.5000000000000000,Ideation,Strategic,Developer
EMP100416,Cahyo Ganesha Handayani,2.0000000000000000,38,V,S2,3,2,139.0,45,94,CS,ESFJ,24.0,2,null,9.0,2.0,7.0,4.0,6.0,5.0,3.0,8.0,3.0,9.0,2.0,9.0,1.0,5.0,7.0,6.0,1.0,7.0,7.0,2.2500000000000000,2.4000000000000000,1.8000000000000000,1.8000000000000000,2.4000000000000000,2.2500000000000000,2.2000000000000000,2.0000000000000000,2.8000000000000000,2.0000000000000000,Relator,Adaptability,Competition
EMP100417,Adi Situmorang,2.2500000000000000,32,III,SMA,1,1,null,73,24,DI,INTJ,null,1,5.0,5.0,1.0,4.0,3.0,1.0,9.0,null,6.0,6.0,null,7.0,9.0,4.0,4.0,9.0,1.0,2.0,9.0,5.0,3.0000000000000000,2.2500000000000000,2.2500000000000000,2.6000000000000000,2.2000000000000000,2.2000000000000000,2.0000000000000000,2.0000000000000000,2.4000000000000000,2.2000000000000000,,Discipline,Context
EMP100418,Oktavia Ganesha Fauziah,3.8000000000000000,29,IV,SMA,2,4,null,79,97,IS,ISFP,null,9,9.0,8.0,8.0,4.0,6.0,4.0,5.0,8.0,null,8.0,2.0,3.0,8.0,6.0,7.0,5.0,1.0,6.0,8.0,4.0,2.8000000000000000,3.0000000000000000,3.0000000000000000,2.0000000000000000,2.8000000000000000,2.8000000000000000,2.8000000000000000,2.2500000000000000,2.8000000000000000,3.2500000000000000,Woo,Harmony,Belief
EMP100419,Lestari Hidayat,3.5000000000000000,49,IV,S1,2,1,null,73,87,DC,ISFJ,null,7,7.0,9.0,4.0,9.0,3.0,3.0,7.0,1.0,2.0,4.0,4.0,9.0,2.0,6.0,1.0,1.0,8.0,3.0,6.0,7.0,4.0000000000000000,3.4000000000000000,3.7500000000000000,4.0000000000000000,3.8000000000000000,3.6000000000000000,3.8000000000000000,4.0000000000000000,3.3333333333333333,4.2500000000000000,Positivity,Adaptability,Woo
EMP100420,Vania Hartanto,2.6000000000000000,81,IV,S2,2,2,80.0,82,98,SD,null,29.0,7,7.0,6.0,4.0,7.0,2.0,3.0,9.0,7.0,6.0,2.0,5.0,3.0,5.0,7.0,3.0,6.0,6.0,8.0,1.0,5.0,3.2500000000000000,2.8000000000000000,2.8000000000000000,2.3333333333333333,2.8000000000000000,2.5000000000000000,2.8000000000000000,2.8000000000000000,2.6000000000000000,2.6000000000000000,Adaptability,Restorative,Futuristic
EMP100421,Adit Anggara,3.0000000000000000,51,III,S1,1,2,85.0,88,60,CI,INTJ,22.0,1,2.0,9.0,9.0,5.0,8.0,5.0,3.0,2.0,7.0,null,3.0,4.0,3.0,6.0,4.0,3.0,8.0,5.0,9.0,8.0,3.0000000000000000,3.0000000000000000,2.8000000000000000,2.0000000000000000,2.6000000000000000,3.5000000000000000,2.4000000000000000,2.8000000000000000,2.5000000000000000,2.6000000000000000,Empathy,Intellection,Competition
EMP100422,Ari Handayani,3.0000000000000000,54,III,D3,1,1,103.0,22,83,IC,null,28.0,8,4.0,2.0,1.0,8.0,4.0,3.0,5.0,1.0,3.0,2.0,5.0,4.0,6.0,1.0,7.0,9.0,1.0,5.0,3.0,9.0,3.0000000000000000,3.2000000000000000,2.8000000000000000,3.0000000000000000,3.0000000000000000,3.2000000000000000,3.2000000000000000,3.0000000000000000,2.5000000000000000,3.2000000000000000,Significance,Deliberative,Individualization
EMP100423,Valdo Fauziah,3.4000000000000000,83,III,S1,1,1,null,20,42,null,ENFJ,null,8,2.0,3.0,null,5.0,9.0,9.0,1.0,5.0,1.0,null,2.0,1.0,2.0,5.0,3.0,6.0,6.0,null,4.0,9.0,4.0000000000000000,3.2500000000000000,3.2000000000000000,3.4000000000000000,3.7500000000000000,3.5000000000000000,3.0000000000000000,3.4000000000000000,3.0000000000000000,3.6000000000000000,,Relator,Adaptability
EMP100424,Valdo Ramadhan,2.7500000000000000,23,IV,D3,2,5,94.0,91,81,DI,ISFJ,29.0,8,8.0,8.0,5.0,null,2.0,9.0,8.0,8.0,null,2.0,1.0,8.0,9.0,6.0,9.0,5.0,3.0,5.0,9.0,1.0,2.6666666666666667,2.0000000000000000,3.0000000000000000,2.6666666666666667,3.0000000000000000,3.5000000000000000,3.0000000000000000,3.0000000000000000,2.0000000000000000,3.0000000000000000,Learner,Achiever,Analytical
EMP100425,Novi Baskara Sinaga,3.6000000000000000,53,IV,SMA,2,2,83.0,40,46,DC,ISFJ,28.0,8,3.0,null,8.0,8.0,5.0,5.0,5.0,null,5.0,2.0,null,4.0,8.0,2.0,8.0,2.0,1.0,8.0,7.0,3.0,3.2500000000000000,3.6000000000000000,3.6000000000000000,3.4000000000000000,3.5000000000000000,3.4000000000000000,3.2000000000000000,22.6000000000000000,3.6000000000000000,3.4000000000000000,,Positivity,Maximizer
EMP100426,Dimas Pamungkas,4.0000000000000000,50,III,S1,1,1,null,64,64,DI,ENTJ,null,2,8.0,9.0,5.0,8.0,8.0,null,2.0,4.0,9.0,7.0,8.0,7.0,6.0,6.0,9.0,8.0,9.0,8.0,2.0,8.0,3.8000000000000000,3.7500000000000000,3.5000000000000000,4.5000000000000000,4.2000000000000000,3.8000000000000000,3.6000000000000000,3.6000000000000000,4.0000000000000000,3.8000000000000000,Consistency,Includer,Communication
